-0.65284,0.032072,0.75682
-0.65284,0.032072,0.75682
-0.9913,0.0487,0.12226
-0.9913,0.0487,0.12227
-0.35984,0.017678,0.93285
-0.35984,0.017678,0.93285
-0.21909,0.010763,-0.97564
-0.21909,0.010763,-0.97564
-0.89237,0.043839,0.44918
-0.89237,0.04384,0.44918
-0.9627,0.047295,-0.26642
-0.9627,0.047294,-0.26642
-0.68915,0.033855,0.72383
-0.68915,0.033856,0.72383
-0.9961,0.048935,0.073475
-0.9961,0.048935,0.073475
-0.40516,0.019904,0.91403
-0.40516,0.019904,0.91403
-0.78776,0.0387,-0.61477
-0.78776,0.0387,-0.61477
-0.17096,0.0083986,-0.98524
-0.17096,0.0083985,-0.98524
-0.073564,0.003614,0.99728
-0.073564,0.003614,0.99728
-0.9485,0.046597,-0.31334
-0.9485,0.046597,-0.31334
-0.49275,0.024208,-0.86983
-0.49275,0.024208,-0.86983
-0.72379,0.035558,0.6891
-0.72379,0.035557,0.6891
-0.9985,0.049053,0.024512
-0.9985,0.049053,0.024512
-0.75669,0.037174,-0.65272
-0.75669,0.037174,-0.65272
-0.4495,0.022083,0.89301
-0.4495,0.022083,0.89301
-0.12241,0.0060135,-0.99246
-0.12241,0.0060136,-0.99246
-0.12241,0.0060136,0.99246
-0.12241,0.0060135,0.99246
-0.93201,0.045787,-0.35952
-0.93202,0.045787,-0.35952
-0.4495,0.022083,-0.89301
-0.4495,0.022083,-0.89301
-0.75669,0.037173,0.65272
-0.75669,0.037174,0.65272
-0.9985,0.049053,-0.024512
-0.9985,0.049053,-0.024512
-0.49275,0.024207,0.86983
-0.49275,0.024208,0.86983
-0.72379,0.035557,-0.6891
-0.72379,0.035558,-0.6891
-0.073567,0.0036141,-0.99728
-0.073567,0.0036141,-0.99728
-0.17096,0.0083985,0.98524
-0.17096,0.0083985,0.98524
-0.91329,0.044867,-0.40483
-0.91329,0.044867,-0.40484
-0.40516,0.019904,-0.91403
-0.40516,0.019904,-0.91403
-0.78776,0.0387,0.61477
-0.78776,0.0387,0.61477
-0.9961,0.048935,-0.073478
-0.9961,0.048935,-0.073477
-0.53481,0.026274,0.84456
-0.53481,0.026274,0.84456
-0.68915,0.033856,-0.72383
-0.68915,0.033855,-0.72383
-0.21909,0.010763,0.97565
-0.21909,0.010763,0.97565
-0.89237,0.04384,-0.44918
-0.89237,0.043839,-0.44918
-0.35984,0.017678,-0.93285
-0.35984,0.017678,-0.93285
-0.81693,0.040133,0.57534
-0.81693,0.040133,0.57534
-0.9913,0.0487,-0.12226
-0.9913,0.0487,-0.12227
-0.57558,0.028277,0.81726
-0.57558,0.028277,0.81726
-0.65284,0.032072,-0.75682
-0.65284,0.032072,-0.75682
-0.97458,0.047878,0.21885
-0.97458,0.047878,0.21885
-0.26669,0.013102,0.96369
-0.26669,0.013102,0.96369
-0.86929,0.042706,-0.49245
-0.86929,0.042706,-0.49245
-0.31365,0.015409,-0.94942
-0.31365,0.015409,-0.94942
-0.84413,0.041469,0.53454
-0.84413,0.041469,0.53454
-0.98413,0.048347,-0.17076
-0.98413,0.048347,-0.17076
-0.61495,0.030211,0.78799
-0.61495,0.030211,0.78799
-0.61495,0.030211,-0.78799
-0.61495,0.030211,-0.78799
-0.98413,0.048347,0.17076
-0.98413,0.048347,0.17076
-0.31365,0.015408,0.94942
-0.31365,0.015409,0.94942
-0.26669,0.013102,-0.96369
-0.26669,0.013102,-0.96369
-0.86929,0.042706,0.49245
-0.86929,0.042706,0.49245
-0.97458,0.047878,-0.21885
-0.97458,0.047878,-0.21885
-0.12123,0.017983,-0.99246
-0.12123,0.017983,-0.99246
-0.92304,0.13692,0.35952
-0.92304,0.13692,0.35952
-0.12123,0.017983,0.99246
-0.12123,0.017983,0.99246
-0.92304,0.13692,-0.35952
-0.92304,0.13692,-0.35952
-0.44517,0.066036,-0.89301
-0.44517,0.066035,-0.89301
-0.7494,0.11116,0.65272
-0.7494,0.11116,0.65272
-0.98888,0.14669,-0.024512
-0.98888,0.14669,-0.024512
-0.48801,0.072389,0.86983
